Active School Zone Flag,Crash Severity,Crash Time,Day of Week,Roadway Part,Speed Limit,Surface Condition,Person Helmet,Hour,Minute,Crash Severity Binary,Person Helmet Binary
No,Non-Incapacitating Injury,15:44,Friday,Main/Proper Lane,45,Dry,Unknown If Worn,15,44,1,Not Wear
No,Not Injured,22:26,Friday,Main/Proper Lane,15,Dry,Unknown If Worn,22,26,0,Not Wear
No,Non-Incapacitating Injury,14:57,Sunday,Main/Proper Lane,15,Dry,Unknown If Worn,14,57,1,Not Wear
No,Possible Injury,19:30,Sunday,Main/Proper Lane,35,Dry,Not Worn,19,30,1,Not Wear
No,Non-Incapacitating Injury,9:49,Monday,Main/Proper Lane,30,Dry,Not Worn,9,49,1,Not Wear
No,Possible Injury,13:22,Wednesday,Main/Proper Lane,45,Dry,Not Worn,13,22,1,Not Wear
No,Possible Injury,23:02,Wednesday,Other (Explain In Narrative),45,Dry,Unknown If Worn,23,2,1,Not Wear
No,Possible Injury,11:03,Wednesday,Other (Explain In Narrative),15,Dry,Not Worn,11,3,1,Not Wear
No,Possible Injury,11:03,Wednesday,Other (Explain In Narrative),15,Dry,Not Worn,11,3,1,Not Wear
No,Incapacitating Injury,18:40,Thursday,Main/Proper Lane,30,Dry,Unknown If Worn,18,40,1,Not Wear
No,Non-Incapacitating Injury,9:49,Friday,Main/Proper Lane,35,Dry,Not Worn,9,49,1,Not Wear
No,Possible Injury,11:53,Friday,Main/Proper Lane,35,Dry,Not Worn,11,53,1,Not Wear
No,Non-Incapacitating Injury,10:50,Friday,Main/Proper Lane,35,Dry,Not Worn,10,50,1,Not Wear
No,Non-Incapacitating Injury,18:21,Thursday,Main/Proper Lane,30,Dry,Not Worn,18,21,1,Not Wear
No,Non-Incapacitating Injury,10:08,Saturday,Main/Proper Lane,30,Dry,Unknown If Worn,10,8,1,Not Wear
No,Non-Incapacitating Injury,2:27,Saturday,Main/Proper Lane,45,Dry,Not Worn,2,27,1,Not Wear
No,Non-Incapacitating Injury,19:25,Sunday,Main/Proper Lane,15,Dry,Unknown If Worn,19,25,1,Not Wear
No,Possible Injury,8:45,Tuesday,Main/Proper Lane,15,Dry,"Worn, Not Damaged",8,45,1,Wear
No,Non-Incapacitating Injury,21:40,Wednesday,Main/Proper Lane,15,Dry,Unknown If Worn,21,40,1,Not Wear
No,Non-Incapacitating Injury,21:40,Wednesday,Main/Proper Lane,15,Dry,Unknown If Worn,21,40,1,Not Wear
No,Non-Incapacitating Injury,21:14,Thursday,Main/Proper Lane,35,Wet,"Worn, Not Damaged",21,14,1,Wear
No,Non-Incapacitating Injury,21:14,Thursday,Main/Proper Lane,35,Wet,Not Worn,21,14,1,Not Wear
No,Non-Incapacitating Injury,20:45,Thursday,Main/Proper Lane,15,Wet,Unknown If Worn,20,45,1,Not Wear
No,Non-Incapacitating Injury,20:45,Thursday,Main/Proper Lane,15,Wet,Not Worn,20,45,1,Not Wear
No,Non-Incapacitating Injury,19:36,Friday,Main/Proper Lane,30,"Sand, Mud, Dirt","Worn, Not Damaged",19,36,1,Wear
No,Non-Incapacitating Injury,22:37,Sunday,Main/Proper Lane,15,Dry,"Worn, Unk Damage",22,37,1,Wear
No,Non-Incapacitating Injury,6:15,Thursday,Main/Proper Lane,40,Dry,Unknown If Worn,6,15,1,Not Wear
No,Non-Incapacitating Injury,21:11,Friday,Main/Proper Lane,40,Dry,Unknown If Worn,21,11,1,Not Wear
No,Non-Incapacitating Injury,17:51,Sunday,Main/Proper Lane,35,Dry,"Worn, Not Damaged",17,51,1,Wear
No,Non-Incapacitating Injury,2:43,Sunday,Main/Proper Lane,30,Dry,Unknown If Worn,2,43,1,Not Wear
No,Non-Incapacitating Injury,2:43,Sunday,Main/Proper Lane,30,Dry,Not Worn,2,43,1,Not Wear
No,Non-Incapacitating Injury,11:50,Wednesday,Main/Proper Lane,15,Dry,Unknown If Worn,11,50,1,Not Wear
No,Non-Incapacitating Injury,16:40,Friday,Main/Proper Lane,35,Dry,"Worn, Not Damaged",16,40,1,Wear
No,Possible Injury,18:34,Monday,Main/Proper Lane,35,Dry,Not Worn,18,34,1,Not Wear
No,Non-Incapacitating Injury,19:33,Tuesday,Main/Proper Lane,45,Dry,Unknown If Worn,19,33,1,Not Wear
No,Possible Injury,14:23,Thursday,Main/Proper Lane,15,Dry,Unknown If Worn,14,23,1,Not Wear
No,Non-Incapacitating Injury,8:56,Thursday,Main/Proper Lane,15,Dry,Not Worn,8,56,1,Not Wear
No,Not Injured,17:42,Thursday,Main/Proper Lane,15,Dry,Unknown If Worn,17,42,0,Not Wear
No,Non-Incapacitating Injury,13:08,Monday,Main/Proper Lane,30,Dry,Unknown If Worn,13,8,1,Not Wear
No,Possible Injury,8:15,Wednesday,Main/Proper Lane,15,Dry,Not Worn,8,15,1,Not Wear
No,Possible Injury,8:45,Thursday,Main/Proper Lane,15,Dry,Not Worn,8,45,1,Not Wear
No,Non-Incapacitating Injury,12:37,Friday,Main/Proper Lane,30,Dry,Not Worn,12,37,1,Not Wear
No,Non-Incapacitating Injury,8:41,Friday,Main/Proper Lane,35,Dry,"Worn, Not Damaged",8,41,1,Wear
No,Not Injured,9:48,Friday,Main/Proper Lane,45,Dry,"Worn, Not Damaged",9,48,0,Wear
No,Incapacitating Injury,10:15,Monday,Service/Frontage Road,50,Dry,Not Worn,10,15,1,Not Wear
No,Non-Incapacitating Injury,22:40,Monday,Main/Proper Lane,15,Dry,Not Worn,22,40,1,Not Wear
No,Non-Incapacitating Injury,8:27,Tuesday,Main/Proper Lane,35,Dry,Unknown If Worn,8,27,1,Not Wear
No,Non-Incapacitating Injury,9:00,Tuesday,Main/Proper Lane,40,Dry,Not Worn,9,0,1,Not Wear
No,Non-Incapacitating Injury,16:35,Tuesday,Main/Proper Lane,15,Dry,Unknown If Worn,16,35,1,Not Wear
No,Non-Incapacitating Injury,6:50,Wednesday,Main/Proper Lane,30,Dry,Not Worn,6,50,1,Not Wear
No,Possible Injury,17:08,Wednesday,Service/Frontage Road,15,Dry,Unknown If Worn,17,8,1,Not Wear
No,Possible Injury,17:36,Wednesday,Main/Proper Lane,15,Dry,"Worn, Unk Damage",17,36,1,Wear
No,Incapacitating Injury,8:43,Wednesday,Main/Proper Lane,15,Dry,Not Worn,8,43,1,Not Wear
No,Non-Incapacitating Injury,17:46,Saturday,Main/Proper Lane,35,Dry,Not Worn,17,46,1,Not Wear
No,Possible Injury,9:23,Tuesday,Main/Proper Lane,15,Dry,"Worn, Damaged",9,23,1,Wear
No,Possible Injury,19:46,Tuesday,Main/Proper Lane,35,Dry,Unknown If Worn,19,46,1,Not Wear
No,Non-Incapacitating Injury,7:57,Wednesday,Main/Proper Lane,30,Dry,Not Worn,7,57,1,Not Wear
No,Possible Injury,15:01,Wednesday,Main/Proper Lane,15,Dry,Unknown If Worn,15,1,1,Not Wear
No,Not Injured,17:18,Thursday,Main/Proper Lane,45,Dry,Unknown If Worn,17,18,0,Not Wear
No,Non-Incapacitating Injury,23:13,Friday,Main/Proper Lane,15,Dry,Not Worn,23,13,1,Not Wear
No,Not Injured,2:52,Saturday,Main/Proper Lane,15,Dry,Unknown If Worn,2,52,0,Not Wear
No,Non-Incapacitating Injury,18:18,Sunday,Main/Proper Lane,15,Dry,Not Worn,18,18,1,Not Wear
No,Possible Injury,21:28,Sunday,Main/Proper Lane,35,Dry,"Worn, Unk Damage",21,28,1,Wear
No,Possible Injury,21:28,Sunday,Main/Proper Lane,35,Dry,"Worn, Unk Damage",21,28,1,Wear
No,Non-Incapacitating Injury,9:57,Tuesday,Main/Proper Lane,30,Dry,Unknown If Worn,9,57,1,Not Wear
No,Possible Injury,20:48,Friday,Main/Proper Lane,40,Dry,"Worn, Damaged",20,48,1,Wear
No,Possible Injury,9:38,Monday,Main/Proper Lane,30,Dry,Unknown If Worn,9,38,1,Not Wear
No,Possible Injury,2:21,Monday,Main/Proper Lane,30,Dry,Not Worn,2,21,1,Not Wear
No,Non-Incapacitating Injury,18:56,Monday,Other (Explain In Narrative),15,Dry,Not Worn,18,56,1,Not Wear
No,Non-Incapacitating Injury,17:15,Tuesday,Main/Proper Lane,30,Dry,Not Worn,17,15,1,Not Wear
No,Non-Incapacitating Injury,14:32,Tuesday,Main/Proper Lane,30,Dry,"Worn, Not Damaged",14,32,1,Wear
No,Non-Incapacitating Injury,12:49,Wednesday,Main/Proper Lane,35,Dry,Unknown If Worn,12,49,1,Not Wear
No,Non-Incapacitating Injury,8:43,Wednesday,Main/Proper Lane,35,Dry,Unknown If Worn,8,43,1,Not Wear
No,Non-Incapacitating Injury,8:35,Wednesday,Main/Proper Lane,35,Dry,"Worn, Not Damaged",8,35,1,Wear
No,Possible Injury,14:00,Wednesday,Main/Proper Lane,15,Dry,"Worn, Damaged",14,0,1,Wear
No,Non-Incapacitating Injury,18:03,Wednesday,Main/Proper Lane,35,Dry,Not Worn,18,3,1,Not Wear
No,Non-Incapacitating Injury,18:39,Wednesday,Main/Proper Lane,15,Dry,"Worn, Unk Damage",18,39,1,Wear
No,Non-Incapacitating Injury,18:23,Thursday,Main/Proper Lane,35,Dry,Unknown If Worn,18,23,1,Not Wear
No,Possible Injury,16:43,Thursday,Main/Proper Lane,15,Dry,Not Worn,16,43,1,Not Wear
No,Not Injured,15:21,Saturday,Main/Proper Lane,35,Dry,Unknown If Worn,15,21,0,Not Wear
No,Non-Incapacitating Injury,18:46,Saturday,Main/Proper Lane,35,Dry,Unknown If Worn,18,46,1,Not Wear
No,Possible Injury,2:47,Sunday,Service/Frontage Road,55,Wet,Not Worn,2,47,1,Not Wear
No,Possible Injury,18:23,Sunday,Main/Proper Lane,35,Wet,Not Worn,18,23,1,Not Wear
No,Possible Injury,21:11,Monday,Main/Proper Lane,35,Dry,"Worn, Not Damaged",21,11,1,Wear
No,Possible Injury,18:07,Tuesday,Main/Proper Lane,35,Dry,Unknown If Worn,18,7,1,Not Wear
No,Possible Injury,10:13,Tuesday,Main/Proper Lane,35,Dry,Not Worn,10,13,1,Not Wear
No,Non-Incapacitating Injury,16:50,Friday,Main/Proper Lane,15,Dry,Not Worn,16,50,1,Not Wear
No,Possible Injury,15:08,Friday,Main/Proper Lane,35,Dry,"Worn, Not Damaged",15,8,1,Wear
No,Non-Incapacitating Injury,1:25,Saturday,Main/Proper Lane,50,Wet,Unknown If Worn,1,25,1,Not Wear
No,Possible Injury,16:33,Monday,Main/Proper Lane,45,Dry,Not Worn,16,33,1,Not Wear
No,Non-Incapacitating Injury,10:45,Tuesday,Main/Proper Lane,35,Dry,Not Worn,10,45,1,Not Wear
No,Possible Injury,8:52,Wednesday,Main/Proper Lane,45,Dry,Unknown If Worn,8,52,1,Not Wear
No,Incapacitating Injury,18:03,Wednesday,Main/Proper Lane,55,Dry,"Worn, Damaged",18,3,1,Wear
No,Possible Injury,13:33,Thursday,Service/Frontage Road,40,Dry,Unknown If Worn,13,33,1,Not Wear
No,Non-Incapacitating Injury,23:02,Friday,Main/Proper Lane,35,Dry,Not Worn,23,2,1,Not Wear
No,Non-Incapacitating Injury,22:29,Friday,Main/Proper Lane,45,Dry,Not Worn,22,29,1,Not Wear
No,Possible Injury,19:14,Sunday,Main/Proper Lane,35,Dry,Not Worn,19,14,1,Not Wear
No,Not Injured,7:36,Monday,Main/Proper Lane,15,Dry,Unknown If Worn,7,36,0,Not Wear
No,Non-Incapacitating Injury,12:10,Tuesday,Main/Proper Lane,30,Dry,"Worn, Not Damaged",12,10,1,Wear
No,Non-Incapacitating Injury,16:20,Thursday,Main/Proper Lane,45,Dry,Not Worn,16,20,1,Not Wear
No,Non-Incapacitating Injury,18:00,Thursday,Main/Proper Lane,30,Dry,Unknown If Worn,18,0,1,Not Wear
No,Possible Injury,19:09,Friday,Main/Proper Lane,35,Dry,Unknown If Worn,19,9,1,Not Wear
No,Non-Incapacitating Injury,15:15,Friday,Main/Proper Lane,15,Dry,Not Worn,15,15,1,Not Wear
No,Non-Incapacitating Injury,17:45,Saturday,Main/Proper Lane,35,Dry,Not Worn,17,45,1,Not Wear
No,Non-Incapacitating Injury,18:39,Monday,Other (Explain In Narrative),35,Dry,Unknown If Worn,18,39,1,Not Wear
No,Incapacitating Injury,17:45,Thursday,Main/Proper Lane,35,Dry,Not Worn,17,45,1,Not Wear
No,Non-Incapacitating Injury,2:35,Sunday,Main/Proper Lane,35,Dry,Not Worn,2,35,1,Not Wear
No,Not Injured,16:25,Tuesday,Other (Explain In Narrative),45,Dry,Unknown If Worn,16,25,0,Not Wear
No,Non-Incapacitating Injury,17:33,Friday,Main/Proper Lane,55,Dry,Not Worn,17,33,1,Not Wear
No,Non-Incapacitating Injury,23:34,Saturday,Main/Proper Lane,25,Dry,Unknown If Worn,23,34,1,Not Wear
No,Possible Injury,21:31,Monday,Main/Proper Lane,35,Dry,Unknown If Worn,21,31,1,Not Wear
No,Non-Incapacitating Injury,15:46,Monday,Main/Proper Lane,30,Dry,Unknown If Worn,15,46,1,Not Wear
No,Incapacitating Injury,12:00,Thursday,Main/Proper Lane,15,Dry,Unknown If Worn,12,0,1,Not Wear
No,Possible Injury,16:11,Thursday,Main/Proper Lane,35,Dry,"Worn, Not Damaged",16,11,1,Wear
No,Non-Incapacitating Injury,13:13,Saturday,Main/Proper Lane,25,Dry,Unknown If Worn,13,13,1,Not Wear
No,Possible Injury,1:22,Monday,Main/Proper Lane,35,Wet,Not Worn,1,22,1,Not Wear
No,Non-Incapacitating Injury,18:55,Wednesday,Main/Proper Lane,15,Dry,Unknown If Worn,18,55,1,Not Wear
No,Non-Incapacitating Injury,12:06,Sunday,Main/Proper Lane,35,Dry,Unknown If Worn,12,6,1,Not Wear
No,Possible Injury,19:02,Tuesday,Other (Explain In Narrative),35,Dry,Unknown If Worn,19,2,1,Not Wear
No,Non-Incapacitating Injury,18:11,Tuesday,Main/Proper Lane,35,Dry,Unknown If Worn,18,11,1,Not Wear
No,Non-Incapacitating Injury,9:50,Saturday,Main/Proper Lane,15,Wet,Not Worn,9,50,1,Not Wear
No,Non-Incapacitating Injury,13:27,Monday,Main/Proper Lane,30,Dry,Not Worn,13,27,1,Not Wear
No,Non-Incapacitating Injury,8:48,Monday,Entrance/On Ramp,15,Dry,"Worn, Damaged",8,48,1,Wear
No,Possible Injury,14:20,Wednesday,Main/Proper Lane,35,Dry,Unknown If Worn,14,20,1,Not Wear
No,Non-Incapacitating Injury,15:04,Monday,Main/Proper Lane,40,Dry,Not Worn,15,4,1,Not Wear
No,Non-Incapacitating Injury,14:13,Thursday,Main/Proper Lane,25,Dry,Unknown If Worn,14,13,1,Not Wear
No,Possible Injury,13:18,Friday,Main/Proper Lane,35,Dry,Unknown If Worn,13,18,1,Not Wear
No,Non-Incapacitating Injury,15:33,Wednesday,Main/Proper Lane,15,Dry,Not Worn,15,33,1,Not Wear
No,Possible Injury,13:58,Friday,Main/Proper Lane,15,Dry,"Worn, Not Damaged",13,58,1,Wear
No,Non-Incapacitating Injury,11:29,Saturday,Main/Proper Lane,30,Dry,Unknown If Worn,11,29,1,Not Wear
No,Non-Incapacitating Injury,18:11,Monday,Main/Proper Lane,15,Dry,Not Worn,18,11,1,Not Wear
No,Non-Incapacitating Injury,12:24,Tuesday,Main/Proper Lane,55,Dry,"Worn, Not Damaged",12,24,1,Wear
No,Non-Incapacitating Injury,17:50,Wednesday,Main/Proper Lane,35,Wet,Unknown If Worn,17,50,1,Not Wear
No,Non-Incapacitating Injury,16:16,Thursday,Main/Proper Lane,30,Dry,Not Worn,16,16,1,Not Wear
No,Non-Incapacitating Injury,2:25,Saturday,Service/Frontage Road,15,Dry,Unknown If Worn,2,25,1,Not Wear
No,Non-Incapacitating Injury,8:50,Sunday,Main/Proper Lane,45,Dry,Not Worn,8,50,1,Not Wear
No,Non-Incapacitating Injury,8:50,Wednesday,Main/Proper Lane,30,Dry,Unknown If Worn,8,50,1,Not Wear
No,Non-Incapacitating Injury,7:04,Thursday,Main/Proper Lane,45,Dry,Unknown If Worn,7,4,1,Not Wear
No,Non-Incapacitating Injury,11:41,Thursday,Main/Proper Lane,45,Dry,Unknown If Worn,11,41,1,Not Wear
No,Non-Incapacitating Injury,17:35,Friday,Main/Proper Lane,40,Dry,Not Worn,17,35,1,Not Wear
No,Non-Incapacitating Injury,20:40,Monday,Main/Proper Lane,15,Dry,Not Worn,20,40,1,Not Wear
No,Non-Incapacitating Injury,17:45,Tuesday,Main/Proper Lane,15,Dry,Unknown If Worn,17,45,1,Not Wear
No,Non-Incapacitating Injury,13:09,Saturday,Main/Proper Lane,15,Dry,Unknown If Worn,13,9,1,Not Wear
No,Not Injured,22:23,Friday,Main/Proper Lane,40,Dry,Unknown If Worn,22,23,0,Not Wear
No,Non-Incapacitating Injury,13:43,Saturday,Main/Proper Lane,35,Dry,Not Worn,13,43,1,Not Wear
No,Non-Incapacitating Injury,16:34,Tuesday,Main/Proper Lane,35,Dry,Unknown If Worn,16,34,1,Not Wear
No,Possible Injury,10:20,Saturday,Main/Proper Lane,15,Dry,Unknown If Worn,10,20,1,Not Wear
No,Non-Incapacitating Injury,15:51,Wednesday,Main/Proper Lane,35,Dry,Not Worn,15,51,1,Not Wear
No,Non-Incapacitating Injury,11:54,Wednesday,Main/Proper Lane,35,Dry,"Worn, Not Damaged",11,54,1,Wear
No,Non-Incapacitating Injury,8:19,Thursday,Main/Proper Lane,30,Dry,Not Worn,8,19,1,Not Wear
No,Possible Injury,13:46,Friday,Main/Proper Lane,30,Dry,"Worn, Not Damaged",13,46,1,Wear
No,Non-Incapacitating Injury,15:56,Saturday,Main/Proper Lane,35,Dry,Not Worn,15,56,1,Not Wear
No,Non-Incapacitating Injury,16:37,Saturday,Main/Proper Lane,30,Dry,Not Worn,16,37,1,Not Wear
No,Non-Incapacitating Injury,17:26,Saturday,Main/Proper Lane,30,Dry,Not Worn,17,26,1,Not Wear
No,Possible Injury,20:10,Saturday,Service/Frontage Road,15,Dry,"Worn, Unk Damage",20,10,1,Wear
No,Possible Injury,15:26,Monday,Main/Proper Lane,35,Dry,"Worn, Damaged",15,26,1,Wear
No,Non-Incapacitating Injury,14:12,Tuesday,Service/Frontage Road,15,Dry,Not Worn,14,12,1,Not Wear
No,Possible Injury,7:52,Tuesday,Main/Proper Lane,15,Dry,Unknown If Worn,7,52,1,Not Wear
No,Incapacitating Injury,9:25,Tuesday,Main/Proper Lane,35,Dry,Not Worn,9,25,1,Not Wear
No,Possible Injury,17:29,Tuesday,Main/Proper Lane,30,Dry,Not Worn,17,29,1,Not Wear
No,Non-Incapacitating Injury,12:10,Friday,Main/Proper Lane,30,Dry,Not Worn,12,10,1,Not Wear
No,Non-Incapacitating Injury,18:55,Friday,Main/Proper Lane,15,Dry,"Worn, Not Damaged",18,55,1,Wear
No,Non-Incapacitating Injury,16:30,Friday,Main/Proper Lane,30,Dry,"Worn, Unk Damage",16,30,1,Wear
No,Incapacitating Injury,21:14,Saturday,Main/Proper Lane,35,Dry,Not Worn,21,14,1,Not Wear
No,Possible Injury,1:58,Saturday,Main/Proper Lane,15,Dry,Not Worn,1,58,1,Not Wear
No,Possible Injury,12:30,Saturday,Service/Frontage Road,15,Dry,"Worn, Not Damaged",12,30,1,Wear
No,Possible Injury,20:02,Monday,Main/Proper Lane,25,Dry,Unknown If Worn,20,2,1,Not Wear
No,Non-Incapacitating Injury,16:55,Monday,Main/Proper Lane,40,Dry,Unknown If Worn,16,55,1,Not Wear
No,Non-Incapacitating Injury,22:09,Tuesday,Main/Proper Lane,15,Wet,Not Worn,22,9,1,Not Wear
No,Non-Incapacitating Injury,16:11,Wednesday,Main/Proper Lane,15,Dry,Unknown If Worn,16,11,1,Not Wear
No,Non-Incapacitating Injury,16:53,Thursday,Main/Proper Lane,30,Dry,Not Worn,16,53,1,Not Wear
No,Non-Incapacitating Injury,17:10,Thursday,Main/Proper Lane,15,Dry,"Worn, Unk Damage",17,10,1,Wear
No,Non-Incapacitating Injury,15:31,Friday,Main/Proper Lane,35,Dry,"Worn, Damaged",15,31,1,Wear
No,Non-Incapacitating Injury,18:14,Friday,Main/Proper Lane,15,Dry,Not Worn,18,14,1,Not Wear
No,Non-Incapacitating Injury,15:07,Saturday,Main/Proper Lane,40,Dry,Unknown If Worn,15,7,1,Not Wear
No,Non-Incapacitating Injury,2:23,Sunday,Main/Proper Lane,35,Dry,Not Worn,2,23,1,Not Wear
No,Non-Incapacitating Injury,2:23,Sunday,Main/Proper Lane,35,Dry,Not Worn,2,23,1,Not Wear
No,Non-Incapacitating Injury,2:23,Sunday,Main/Proper Lane,35,Dry,Not Worn,2,23,1,Not Wear
No,Non-Incapacitating Injury,2:23,Sunday,Main/Proper Lane,35,Dry,Not Worn,2,23,1,Not Wear
No,Non-Incapacitating Injury,13:42,Tuesday,Main/Proper Lane,35,Dry,Unknown If Worn,13,42,1,Not Wear
No,Non-Incapacitating Injury,10:38,Tuesday,Main/Proper Lane,30,Dry,"Worn, Damaged",10,38,1,Wear
No,Non-Incapacitating Injury,10:53,Friday,Main/Proper Lane,30,Dry,Not Worn,10,53,1,Not Wear
No,Non-Incapacitating Injury,15:00,Friday,Main/Proper Lane,15,Dry,Not Worn,15,0,1,Not Wear
No,Non-Incapacitating Injury,15:57,Monday,Main/Proper Lane,30,Dry,Unknown If Worn,15,57,1,Not Wear
No,Possible Injury,15:46,Wednesday,Main/Proper Lane,35,Dry,Unknown If Worn,15,46,1,Not Wear
No,Possible Injury,1:26,Thursday,Main/Proper Lane,30,Dry,"Worn, Not Damaged",1,26,1,Wear
No,Possible Injury,21:13,Friday,Main/Proper Lane,35,Dry,Unknown If Worn,21,13,1,Not Wear
No,Non-Incapacitating Injury,7:35,Saturday,Main/Proper Lane,30,Wet,Not Worn,7,35,1,Not Wear
No,Non-Incapacitating Injury,21:28,Saturday,Main/Proper Lane,30,Dry,Not Worn,21,28,1,Not Wear
No,Possible Injury,17:28,Tuesday,Other (Explain In Narrative),15,Dry,Unknown If Worn,17,28,1,Not Wear
No,Non-Incapacitating Injury,13:52,Tuesday,Main/Proper Lane,30,Dry,Not Worn,13,52,1,Not Wear
No,Possible Injury,18:02,Tuesday,Main/Proper Lane,30,Dry,"Worn, Unk Damage",18,2,1,Wear
No,Non-Incapacitating Injury,14:20,Thursday,Main/Proper Lane,60,Dry,Not Worn,14,20,1,Not Wear
No,Non-Incapacitating Injury,17:56,Friday,Main/Proper Lane,30,Dry,Unknown If Worn,17,56,1,Not Wear
No,Possible Injury,7:33,Monday,Main/Proper Lane,15,Dry,Not Worn,7,33,1,Not Wear
No,Non-Incapacitating Injury,9:55,Thursday,Main/Proper Lane,30,Wet,Not Worn,9,55,1,Not Wear
No,Non-Incapacitating Injury,22:06,Tuesday,Main/Proper Lane,35,Dry,"Worn, Unk Damage",22,6,1,Wear
No,Incapacitating Injury,10:25,Wednesday,Entrance/On Ramp,65,Dry,"Worn, Unk Damage",10,25,1,Wear
No,Non-Incapacitating Injury,7:35,Wednesday,Main/Proper Lane,40,Dry,Unknown If Worn,7,35,1,Not Wear
No,Possible Injury,16:33,Thursday,Main/Proper Lane,40,Dry,Not Worn,16,33,1,Not Wear
No,Non-Incapacitating Injury,16:33,Friday,Main/Proper Lane,15,Dry,"Worn, Damaged",16,33,1,Wear
No,Possible Injury,12:32,Friday,Other (Explain In Narrative),35,Dry,"Worn, Not Damaged",12,32,1,Wear
No,Non-Incapacitating Injury,7:41,Sunday,Main/Proper Lane,25,Dry,"Worn, Unk Damage",7,41,1,Wear
No,Non-Incapacitating Injury,17:28,Monday,Main/Proper Lane,45,Dry,Not Worn,17,28,1,Not Wear
No,Non-Incapacitating Injury,17:14,Tuesday,Main/Proper Lane,45,Dry,"Worn, Not Damaged",17,14,1,Wear
No,Possible Injury,19:49,Tuesday,Main/Proper Lane,30,Dry,Not Worn,19,49,1,Not Wear
No,Non-Incapacitating Injury,9:05,Thursday,Main/Proper Lane,35,Dry,Unknown If Worn,9,5,1,Not Wear
No,Incapacitating Injury,9:48,Thursday,Service/Frontage Road,35,Dry,Unknown If Worn,9,48,1,Not Wear
No,Possible Injury,16:38,Thursday,Main/Proper Lane,35,Dry,Unknown If Worn,16,38,1,Not Wear
No,Non-Incapacitating Injury,15:01,Friday,Main/Proper Lane,35,Dry,Unknown If Worn,15,1,1,Not Wear
No,Non-Incapacitating Injury,20:38,Friday,Main/Proper Lane,15,Dry,Not Worn,20,38,1,Not Wear
No,Incapacitating Injury,4:37,Saturday,Service/Frontage Road,55,Dry,Unknown If Worn,4,37,1,Not Wear
No,Non-Incapacitating Injury,19:58,Monday,Main/Proper Lane,40,Dry,"Worn, Not Damaged",19,58,1,Wear
No,Incapacitating Injury,19:28,Monday,Main/Proper Lane,15,Dry,Not Worn,19,28,1,Not Wear
No,Non-Incapacitating Injury,22:36,Tuesday,Main/Proper Lane,15,Dry,Not Worn,22,36,1,Not Wear
No,Non-Incapacitating Injury,16:11,Sunday,Main/Proper Lane,35,Dry,Not Worn,16,11,1,Not Wear
No,Non-Incapacitating Injury,17:32,Wednesday,Main/Proper Lane,35,Dry,Not Worn,17,32,1,Not Wear
No,Non-Incapacitating Injury,12:14,Friday,Main/Proper Lane,30,Dry,Not Worn,12,14,1,Not Wear
No,Non-Incapacitating Injury,8:28,Saturday,Main/Proper Lane,25,Dry,Unknown If Worn,8,28,1,Not Wear
No,Non-Incapacitating Injury,19:53,Sunday,Main/Proper Lane,30,Dry,Unknown If Worn,19,53,1,Not Wear
No,Non-Incapacitating Injury,7:37,Monday,Main/Proper Lane,35,Dry,Unknown If Worn,7,37,1,Not Wear
No,Possible Injury,20:39,Tuesday,Main/Proper Lane,35,Dry,Unknown If Worn,20,39,1,Not Wear
No,Non-Incapacitating Injury,19:50,Tuesday,Main/Proper Lane,35,Dry,Unknown If Worn,19,50,1,Not Wear
No,Not Injured,9:56,Wednesday,Main/Proper Lane,15,Dry,Unknown If Worn,9,56,0,Not Wear
No,Non-Incapacitating Injury,14:47,Friday,Main/Proper Lane,45,Dry,Unknown If Worn,14,47,1,Not Wear
No,Not Injured,2:03,Friday,Service/Frontage Road,15,Dry,Not Worn,2,3,0,Not Wear
No,Non-Incapacitating Injury,8:01,Saturday,Main/Proper Lane,15,Dry,"Worn, Not Damaged",8,1,1,Wear
No,Non-Incapacitating Injury,16:20,Wednesday,Main/Proper Lane,40,Dry,Unknown If Worn,16,20,1,Not Wear
No,Non-Incapacitating Injury,21:05,Thursday,Main/Proper Lane,15,Dry,Not Worn,21,5,1,Not Wear
No,Possible Injury,15:14,Thursday,Main/Proper Lane,35,Dry,Unknown If Worn,15,14,1,Not Wear
No,Possible Injury,13:16,Friday,Main/Proper Lane,15,Dry,Not Worn,13,16,1,Not Wear
No,Possible Injury,20:09,Thursday,Main/Proper Lane,30,Dry,Not Worn,20,9,1,Not Wear
No,Possible Injury,17:00,Sunday,Main/Proper Lane,30,Dry,"Worn, Not Damaged",17,0,1,Wear
No,Non-Incapacitating Injury,7:41,Tuesday,Main/Proper Lane,35,Dry,"Worn, Damaged",7,41,1,Wear
No,Non-Incapacitating Injury,9:51,Wednesday,Main/Proper Lane,35,Dry,Unknown If Worn,9,51,1,Not Wear
No,Non-Incapacitating Injury,15:58,Wednesday,Main/Proper Lane,30,Dry,Not Worn,15,58,1,Not Wear
No,Non-Incapacitating Injury,17:55,Wednesday,Main/Proper Lane,40,Dry,Not Worn,17,55,1,Not Wear
No,Possible Injury,15:13,Wednesday,Main/Proper Lane,35,Dry,Unknown If Worn,15,13,1,Not Wear
No,Possible Injury,23:08,Thursday,Main/Proper Lane,35,Dry,Not Worn,23,8,1,Not Wear
No,Non-Incapacitating Injury,22:56,Wednesday,Main/Proper Lane,40,Dry,Unknown If Worn,22,56,1,Not Wear
